date,year,month,decade,gas_ppi,gas_index_2024base,mom_pct,yoy_pct,rolling_vol_12m,shock,direction,event
2005-06-01,2005,6,2000,260.5,357.6556734647179,-6.362329259525512,-3.768008865903205,14.315454528285485,True,down,
2005-07-01,2005,7,2000,296.0,406.39569806355655,13.62763915547025,14.9514563106796,14.674629387341424,True,up,
2005-08-01,2005,8,2000,316.0,433.85486685163477,6.756756756756754,26.5012009607686,14.639890805957508,True,up,katrina_rita_2005
2005-09-01,2005,9,2000,417.3,572.9355567632506,32.05696202531645,96.09962406015038,15.708504127379774,True,up,katrina_rita_2005
2005-10-01,2005,10,2000,492.7,676.4566230943052,18.068535825545172,121.83701035569565,16.01305539060107,True,up,katrina_rita_2005
2005-11-01,2005,11,2000,486.4,667.8069849260605,-1.2786685609904591,58.59145745027714,13.021216514033842,False,down,katrina_rita_2005
2005-12-01,2005,12,2000,416.0,571.1507107920254,-14.473684210526317,43.69602763385147,13.878246759857447,True,down,katrina_rita_2005
2006-01-01,2006,1,2000,403.4,553.8514344555363,-3.028846153846154,59.82567353407289,13.071331344306605,False,down,katrina_rita_2005
2006-02-01,2006,2,2000,317.6,436.05160035468094,-21.269211700545355,25.43443917851502,15.06387852416784,True,down,katrina_rita_2005
2006-03-01,2006,3,2000,283.6,389.37101341494815,-10.705289672544083,10.178710178710194,15.571403288386719,True,down,
2006-04-01,2006,4,2000,277.4,380.85867109064384,-2.1861777150916972,-6.975184439973181,14.958490387610595,False,down,
2006-05-01,2006,5,2000,275.8,378.66193758759766,-0.5767844268204647,-0.8626887131559902,14.798473403746705,False,down,
2006-06-01,2006,6,2000,240.9,330.7456880524013,-12.654097171863675,-7.523992322456808,15.185030935778192,True,down,
2006-07-01,2006,7,2000,241.7,331.8440548039244,0.33208800332087396,-18.3445945945946,14.60297085176451,False,up,
2006-08-01,2006,8,2000,284.0,389.92019679070967,17.501034340091024,-10.126582278481012,15.411827720464123,True,up,
2006-09-01,2006,9,2000,263.4,361.63725293898915,-7.253521126760576,-36.87994248741913,11.757619804857338,True,down,
2006-10-01,2006,10,2000,176.6,242.46446039873004,-32.95368261199696,-64.15668763953725,12.591822465134392,True,down,
2006-11-01,2006,11,2000,292.9,402.1395269014044,65.85503963759909,-39.78207236842105,24.66966037823633,True,up,
2006-12-01,2006,12,2000,307.0,421.49824089699956,4.813929668828965,-26.201923076923073,24.394547940337617,False,up,
2007-01-01,2007,1,2000,241.7,331.8440548039244,-21.270358306188932,-40.084283589489345,25.145208082136268,True,down,
2007-02-01,2007,2,2000,295.5,405.70921884385467,22.258998758791893,-6.9584382871536565,25.20469777200602,True,up,
2007-03-01,2007,3,2000,298.1,409.2789107863048,0.879864636209815,5.11283497884345,24.89671391148153,False,up,
2007-04-01,2007,4,2000,288.4,395.96121392408685,-3.2539416303254076,3.965392934390777,24.918425517271533,False,down,
2007-05-01,2007,5,2000,301.9,414.4961528560396,4.680998613037457,9.46337926033356,24.899744750241453,False,up,
2007-06-01,2007,6,2000,304.7,418.3404364863706,0.9274594236502232,26.48401826484017,24.415339026304128,False,up,
2007-07-01,2007,7,2000,274.0,376.1906123966706,-10.0754840827043,13.363673976003309,24.754563459522792,True,down,
2007-08-01,2007,8,2000,241.3,331.2948714281629,-11.934306569343056,-15.03521126760563,24.700385381067537,True,down,
2007-09-01,2007,9,2000,216.8,297.6573896627671,-10.153336096145871,-17.691723614274856,24.803044527810723,True,down,
2007-10-01,2007,10,2000,248.6,341.3174680358114,14.667896678966773,40.77010192525481,22.622863925476782,True,up,
2007-11-01,2007,11,2000,282.3,387.58616744372307,13.555913113435247,-3.6189825879139548,12.609437607086319,True,up,
2007-12-01,2007,12,2000,292.1,401.04116014988136,3.4714842366277088,-4.853420195439728,12.572859433574026,False,up,
2008-01-01,2008,1,2000,293.4,402.8260061211064,0.445053064019163,21.390153082333473,10.590420907742155,False,up,commodity_peak_2008
2008-02-01,2008,2,2000,332.4,456.37138525785883,13.292433537832316,12.487309644670042,9.275171911653015,True,up,commodity_peak_2008
2008-03-01,2008,3,2000,362.7,497.97202597179717,9.115523465703967,21.670580342167046,9.536197960617312,True,up,commodity_peak_2008
2008-04-01,2008,4,2000,384.0,527.2160407311004,5.87262200165426,33.14840499306519,9.437144991517641,True,up,commodity_peak_2008
